# time(s) mx my mz trailx traily trailz
7.786 92.437 5.121 -4.348 87.741 6.799 -3.986
7.803 92.879 4.965 -4.388 88.183 6.644 -4.038
7.820 93.321 4.807 -4.423 88.624 6.488 -4.085
7.837 93.763 4.650 -4.459 89.066 6.332 -4.132
7.854 94.205 4.492 -4.494 89.508 6.176 -4.179
7.871 94.647 4.334 -4.529 89.950 6.020 -4.227
7.888 95.089 4.177 -4.564 90.391 5.865 -4.274
7.905 95.531 4.019 -4.597 90.833 5.708 -4.319
7.922 95.973 3.860 -4.626 91.275 5.551 -4.359
7.939 96.415 3.702 -4.654 91.717 5.393 -4.399
7.956 96.857 3.543 -4.682 92.158 5.236 -4.439
7.973 97.299 3.385 -4.710 92.600 5.078 -4.479
7.990 97.741 3.226 -4.738 93.042 4.920 -4.519
8.007 98.183 3.067 -4.764 93.484 4.763 -4.557
8.024 98.625 2.908 -4.785 93.926 4.604 -4.591
8.041 99.067 2.748 -4.806 94.367 4.446 -4.624
8.058 99.509 2.589 -4.828 94.809 4.287 -4.658
8.075 99.951 2.430 -4.849 95.251 4.129 -4.692
8.092 100.393 2.271 -4.870 95.693 3.970 -4.726
8.109 100.835 2.111 -4.887 96.135 3.811 -4.756
8.126 101.277 1.951 -4.901 96.577 3.652 -4.783
8.143 101.719 1.791 -4.915 97.019 3.493 -4.809
8.160 102.161 1.632 -4.929 97.461 3.334 -4.836
8.177 102.603 1.472 -4.942 97.903 3.174 -4.862
8.194 103.045 1.312 -4.956 98.345 3.015 -4.889
8.211 103.487 1.152 -4.965 98.786 2.855 -4.911
8.228 103.929 0.992 -4.971 99.228 2.695 -4.930
8.245 104.371 0.832 -4.978 99.670 2.535 -4.949
8.262 104.813 0.672 -4.984 100.112 2.375 -4.969
8.279 105.255 0.511 -4.990 100.554 2.215 -4.988
8.296 105.697 0.351 -4.997 100.996 2.054 -5.007
8.313 106.139 0.191 -4.997 101.438 1.894 -5.020
8.330 106.581 0.031 -4.996 101.880 1.734 -5.032
8.347 107.023 -0.129 -4.994 102.322 1.574 -5.043
8.364 107.465 -0.289 -4.993 102.765 1.414 -5.054
8.381 107.907 -0.449 -4.992 103.207 1.254 -5.066
8.398 108.349 -0.610 -4.990 103.649 1.094 -5.077
8.415 108.791 -0.770 -4.982 104.091 0.933 -5.082
8.432 109.233 -0.930 -4.973 104.533 0.772 -5.085
8.449 109.675 -1.090 -4.964 104.975 0.611 -5.089
8.466 110.117 -1.250 -4.956 105.417 0.450 -5.092
8.483 110.559 -1.410 -4.947 105.859 0.289 -5.096
8.500 111.001 -1.570 -4.938 106.301 0.128 -5.100
8.517 111.443 -1.730 -4.922 106.743 -0.032 -5.096
8.534 111.885 -1.890 -4.906 107.186 -0.193 -5.093
8.551 112.327 -2.049 -4.890 107.628 -0.353 -5.089
8.568 112.769 -2.209 -4.873 108.070 -0.514 -5.086
8.585 113.211 -2.369 -4.857 108.512 -0.674 -5.082
8.602 113.653 -2.528 -4.840 108.955 -0.835 -5.078
8.619 114.095 -2.687 -4.817 109.397 -0.995 -5.066
8.636 114.537 -2.846 -4.793 109.839 -1.156 -5.054
8.653 114.979 -3.006 -4.769 110.281 -1.316 -5.043
8.670 115.421 -3.165 -4.746 110.723 -1.477 -5.031
8.687 115.863 -3.324 -4.722 111.166 -1.637 -5.019
8.704 116.305 -3.483 -4.697 111.608 -1.798 -5.006
8.721 116.747 -3.641 -4.666 112.050 -1.958 -4.987
8.738 117.189 -3.799 -4.636 112.492 -2.118 -4.968
8.755 117.631 -3.958 -4.605 112.934 -2.278 -4.949
8.772 118.073 -4.116 -4.574 113.376 -2.438 -4.930
8.789 118.515 -4.274 -4.544 113.819 -2.598 -4.911
8.806 118.957 -4.432 -4.511 114.261 -2.758 -4.889
8.823 119.399 -4.589 -4.473 114.703 -2.917 -4.863
8.840 119.841 -4.746 -4.436 115.145 -3.076 -4.837
8.857 120.283 -4.903 -4.398 115.588 -3.235 -4.811
8.874 120.725 -5.060 -4.361 116.030 -3.394 -4.785
8.891 121.167 -5.217 -4.324 116.472 -3.553 -4.759
8.908 121.609 -5.374 -4.283 116.915 -3.712 -4.729
8.925 122.051 -5.530 -4.239 117.357 -3.870 -4.695
8.942 122.493 -5.686 -4.195 117.799 -4.029 -4.661
8.959 122.935 -5.842 -4.151 118.241 -4.187 -4.628
8.976 123.377 -5.997 -4.107 118.683 -4.345 -4.594
8.993 123.819 -6.153 -4.063 119.126 -4.504 -4.560
9.010 124.261 -6.308 -4.015 119.568 -4.661 -4.522
9.027 124.703 -6.463 -3.965 120.010 -4.818 -4.482
9.044 125.145 -6.617 -3.915 120.452 -4.975 -4.442
9.061 125.587 -6.771 -3.866 120.894 -5.132 -4.402
9.078 126.029 -6.926 -3.816 121.337 -5.289 -4.362
9.095 126.471 -7.080 -3.766 121.779 -5.445 -4.322
9.112 126.913 -7.233 -3.711 122.221 -5.602 -4.277
9.129 127.355 -7.386 -3.656 122.663 -5.758 -4.230
9.146 127.797 -7.539 -3.600 123.105 -5.915 -4.183
9.163 128.239 -7.692 -3.544 123.547 -6.071 -4.137
9.180 128.681 -7.845 -3.488 123.988 -6.228 -4.090
9.197 129.123 -7.998 -3.433 124.430 -6.384 -4.043
9.214 129.565 -8.149 -3.373 124.872 -6.538 -3.991
9.231 130.007 -8.299 -3.312 125.314 -6.692 -3.939
9.248 130.449 -8.450 -3.251 125.756 -6.846 -3.886
9.265 130.891 -8.600 -3.190 126.198 -7.000 -3.833
9.282 131.333 -8.751 -3.129 126.640 -7.154 -3.781
9.299 131.775 -8.902 -3.068 127.082 -7.308 -3.728
9.316 132.217 -9.050 -3.003 127.524 -7.461 -3.670
9.333 132.659 -9.199 -2.937 127.966 -7.613 -3.611
9.350 133.101 -9.347 -2.872 128.407 -7.766 -3.553
9.367 133.543 -9.496 -2.806 128.849 -7.918 -3.494
9.384 133.985 -9.645 -2.741 129.291 -8.071 -3.435
9.401 134.427 -9.793 -2.675 129.732 -8.223 -3.376
9.418 134.869 -9.939 -2.605 130.174 -8.373 -3.313
9.435 135.311 -10.085 -2.536 130.616 -8.523 -3.249
9.452 135.753 -10.232 -2.466 131.057 -8.674 -3.186
9.469 136.195 -10.378 -2.397 131.499 -8.824 -3.122
9.486 136.637 -10.524 -2.327 131.941 -8.974 -3.059
9.503 137.079 -10.670 -2.257 132.382 -9.124 -2.995
9.520 137.521 -10.814 -2.184 132.823 -9.273 -2.927
9.537 137.964 -10.958 -2.111 133.265 -9.421 -2.860
9.554 138.406 -11.101 -2.038 133.706 -9.570 -2.792
9.571 138.848 -11.245 -1.965 134.147 -9.719 -2.725
9.588 139.290 -11.389 -1.892 134.588 -9.868 -2.657
9.605 139.732 -11.532 -1.818 135.029 -10.016 -2.588
9.622 140.174 -11.673 -1.743 135.470 -10.162 -2.516
9.639 140.616 -11.813 -1.667 135.912 -10.307 -2.444
9.656 141.058 -11.954 -1.591 136.353 -10.453 -2.372
9.673 141.500 -12.095 -1.515 136.794 -10.598 -2.300
9.690 141.942 -12.236 -1.439 137.235 -10.744 -2.229
9.707 142.384 -12.375 -1.363 137.676 -10.889 -2.155
9.724 142.826 -12.513 -1.285 138.117 -11.032 -2.080
9.741 143.268 -12.651 -1.207 138.558 -11.175 -2.005
9.758 143.710 -12.789 -1.129 138.999 -11.318 -1.930
9.775 144.152 -12.927 -1.051 139.439 -11.461 -1.855
9.792 144.594 -13.065 -0.973 139.880 -11.604 -1.780
9.809 145.036 -13.201 -0.895 140.321 -11.745 -1.704
9.826 145.478 -13.336 -0.816 140.762 -11.886 -1.627
9.843 145.920 -13.470 -0.736 141.202 -12.026 -1.550
9.860 146.362 -13.605 -0.657 141.643 -12.167 -1.472
9.877 146.804 -13.740 -0.578 142.083 -12.307 -1.395
9.894 147.246 -13.875 -0.499 142.524 -12.448 -1.318
9.911 147.688 -14.008 -0.419 142.966 -12.583 -1.239
9.928 148.130 -14.139 -0.339 143.408 -12.714 -1.159
9.945 148.572 -14.270 -0.259 143.850 -12.845 -1.079
9.962 149.014 -14.402 -0.179 144.292 -12.977 -0.999
9.979 149.456 -14.533 -0.099 144.734 -13.108 -0.919
9.996 149.898 -14.665 -0.019 145.176 -13.240 -0.838
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
10.000 150.000 -14.695 0.000 145.000 -14.695 0.000
